make,model,km_driven,ownership,transmission,engine,fuel,city,reg_year_int,car_age,price
Maruti,S-Presso VXi Plus BSVI,11329.0,First Owner,Manual,998.0,Petrol,Chennai,2022.0,3.0,480000.0
Toyota,Fortuner 4x2 Manual,88000.0,First Owner,Manual,2982.0,Diesel,Kolkata,2012.0,13.0,950000.0
Volkswagen,Vento Petrol Trendline,48000.0,First Owner,Manual,1598.0,Petrol,Gurgaon,2011.0,14.0,195000.0
Mahindra,XUV700 AX7 AT BSVI,40000.0,Second Owner,Automatic,1999.0,Petrol,New Delhi,2022.0,3.0,2000000.0
Mahindra,Bolero Neo N10 R BSVI,14000.0,First Owner,Manual,1493.0,Diesel,Bangalore,2022.0,3.0,1045000.0
Kia,Seltos GTX Plus,5715.0,First Owner,Manual,1353.0,Petrol,Gurgaon,2024.0,1.0,1586000.0
Skoda,Slavia 1.5 TSI Style,94678.0,First Owner,Manual,1498.0,Petrol,Jaipur,2022.0,3.0,997000.0
Renault,KWID 1.0 RXT,78741.0,First Owner,Manual,999.0,Petrol,Chennai,2018.0,7.0,278000.0
Renault,Triber RXT,36130.0,First Owner,Manual,999.0,Petrol,Gurgaon,2023.0,2.0,566000.0
Maruti,Ciaz AT ZXi,70000.0,Third Owner,Automatic,1373.0,Petrol,Chennai,2015.0,10.0,389000.0
Honda,City i-VTEC V,61366.0,First Owner,Manual,1497.0,Petrol,Chennai,2018.0,7.0,755000.0
Mahindra,Thar LX Hard Top Diesel,17000.0,First Owner,Manual,2184.0,Diesel,Gurgaon,2023.0,2.0,1450000.0
Tata,Safari XZA AT BSVI,60000.0,First Owner,Automatic,1956.0,Diesel,Pune,2021.0,4.0,1850000.0
Kia,Seltos HTX G,37742.0,Second Owner,Manual,1497.0,Petrol,Chandigarh,2022.0,3.0,1050000.0
Maruti,Celerio VXI CNG Optional BSIV,89000.0,First Owner,Manual,998.0,CNG,Pune,2018.0,7.0,489000.0
Maruti,Celerio ZXI AMT,74537.0,First Owner,Automatic,998.0,Petrol,Pune,2016.0,9.0,385000.0
Tata,Tigor XM,23540.0,First Owner,Manual,1199.0,Petrol,Kolkata,2019.0,6.0,330000.0
Toyota,Fortuner 4x2 Manual,83000.0,First Owner,Manual,2982.0,Diesel,Chandigarh,2015.0,10.0,1350000.0
Maruti,Baleno Alpha Diesel,55826.0,First Owner,Manual,1248.0,Diesel,Jaipur,2018.0,7.0,619000.0
Kia,Carens Luxury Plus Diesel AT BSVI,31822.0,First Owner,Automatic,1493.0,Diesel,Jaipur,2023.0,2.0,1725000.0
Maruti,Swift AMT VXI,41744.0,First Owner,Automatic,1197.0,Petrol,Faridabad,2020.0,5.0,585000.0
Maruti,Brezza Zxi Plus AT,20000.0,First Owner,Automatic,1462.0,Petrol,Mumbai,2024.0,1.0,1490000.0
Toyota,Fortuner 2.8 2WD AT BSIV,85000.0,Second Owner,Automatic,2755.0,Diesel,New Delhi,2019.0,6.0,2695000.0
Kia,Seltos GTX Plus DCT,5387.0,First Owner,Automatic,1353.0,Petrol,Hyderabad,2020.0,5.0,1450000.0
Toyota,Glanza V AMT,58438.0,First Owner,Automatic,1197.0,Petrol,Bangalore,2023.0,2.0,847000.0
Tata,Punch Accomplished BSVI,40000.0,Second Owner,Manual,1199.0,Petrol,New Delhi,2022.0,3.0,538000.0
Skoda,Kushaq 1.0 TSI Style AT BSVI,27000.0,First Owner,Automatic,999.0,Petrol,New Delhi,2024.0,1.0,1423000.0
Honda,Amaze S i-Vtech,78919.0,First Owner,Manual,1198.0,Petrol,Jaipur,2014.0,11.0,370000.0
Hyundai,Creta SX IVT,21000.0,First Owner,Automatic,1497.0,Petrol,New Delhi,2023.0,2.0,1540000.0
Renault,KWID Climber 1.0 MT Opt,11019.0,First Owner,Manual,999.0,Petrol,Noida,2021.0,4.0,367000.0
Renault,KWID RXL 02 Anniversary Edition,50201.0,First Owner,Manual,799.0,Petrol,Hyderabad,2018.0,7.0,291000.0
Maruti,Ertiga ZXI Plus,93000.0,First Owner,Manual,1462.0,Petrol,New Delhi,2019.0,6.0,730000.0
Honda,City 1.5 V AT,37478.0,First Owner,Automatic,1497.0,Petrol,Mumbai,2011.0,14.0,315000.0
Volkswagen,Vento 1.0 TSI Highline AT,80000.0,First Owner,Automatic,999.0,Petrol,Pune,2021.0,4.0,990000.0
Mahindra,XUV300 W6 Diesel Sunroof NT BSVI,36833.0,First Owner,Manual,1497.0,Diesel,Ahmedabad,2023.0,2.0,855000.0
Honda,City i DTec V,104658.0,First Owner,Manual,1498.0,Diesel,Hyderabad,2017.0,8.0,650000.0
Toyota,Fortuner 4x2 Manual,153772.0,Second Owner,Manual,2982.0,Diesel,Hyderabad,2015.0,10.0,1750000.0
Maruti,Alto 800 LXi,39132.0,First Owner,Manual,796.0,Petrol,Pune,2016.0,9.0,265000.0
Renault,KWID 1.0 RXT AMT Opt,31067.0,Second Owner,Automatic,999.0,Petrol,Ahmedabad,2020.0,5.0,328000.0
Hyundai,Verna VTVT 1.6 SX,64526.0,First Owner,Manual,1591.0,Petrol,Gurgaon,2018.0,7.0,750000.0
Toyota,Corolla Altis G MT,36562.0,First Owner,Manual,1798.0,Petrol,Kolkata,2017.0,8.0,780000.0
Mahindra,Thar LX 4WD Convert Top AT BSVI,45727.0,First Owner,Automatic,1997.0,Petrol,Hyderabad,2021.0,4.0,1160000.0
Mahindra,XUV300 W8 Option BSVI,89000.0,First Owner,Manual,1197.0,Petrol,Pune,2019.0,6.0,999000.0
Hyundai,Creta 1.6 EX Petrol,67832.0,First Owner,Manual,1591.0,Petrol,Hyderabad,2019.0,6.0,798000.0
Mahindra,Marazzo M8 8Str,78033.0,First Owner,Manual,1497.0,Diesel,Jaipur,2020.0,5.0,740000.0
Volkswagen,Vento Petrol Highline AT,52940.0,Second Owner,Automatic,1598.0,Petrol,Pune,2018.0,7.0,642000.0
Skoda,Rapid 1.6 TDI Ambition Plus,92000.0,First Owner,Manual,1598.0,Diesel,Mohali,2014.0,11.0,385000.0
Renault,Kiger RXL AMT,7100.0,First Owner,Automatic,999.0,Petrol,Mumbai,2022.0,3.0,645000.0
Maruti,S-Presso VXI Plus 2019-2022,25956.0,First Owner,Manual,998.0,Petrol,Hyderabad,2020.0,5.0,430000.0
Mahindra,Thar LX 4WD Hard Top AT BSVI,69000.0,First Owner,Automatic,1997.0,Petrol,New Delhi,2022.0,3.0,1225000.0
Mahindra,XUV500 W8 2WD,41731.0,First Owner,Manual,2179.0,Diesel,Bangalore,2016.0,9.0,1099000.0
Kia,Seltos HTK Plus,19300.0,First Owner,Manual,1497.0,Petrol,Gurgaon,2023.0,2.0,1245000.0
Volkswagen,Taigun 1.0 TSI Highline AT BSVI,40000.0,First Owner,Automatic,999.0,Petrol,Hyderabad,2022.0,3.0,1400000.0
Renault,Triber RXZ,75693.0,Second Owner,Manual,999.0,Petrol,Hyderabad,2021.0,4.0,578000.0
Renault,KWID RXL,29380.0,First Owner,Manual,799.0,Petrol,Ahmedabad,2021.0,4.0,344000.0
Volkswagen,Ameo 1.5 TDI Comfortline,69773.0,First Owner,Manual,1498.0,Diesel,Chandigarh,2020.0,5.0,410000.0
Skoda,Kushaq 1.0 TSI Style BSVI,62000.0,First Owner,Manual,999.0,Petrol,Ahmedabad,2022.0,3.0,990000.0
Honda,City i DTec SV,62000.0,First Owner,Manual,1498.0,Diesel,Chandigarh,2015.0,10.0,435000.0
Mahindra,XUV300 W6 AMT,3000.0,First Owner,Automatic,1197.0,Petrol,Kolkata,2023.0,2.0,888000.0
Hyundai,Alcazar Prestige Turbo 7 Seater,10000.0,First Owner,Manual,1482.0,Petrol,Chennai,2024.0,1.0,1765000.0
Honda,Amaze S i-VTEC,76116.0,First Owner,Manual,1198.0,Petrol,Hyderabad,2013.0,12.0,362000.0
Honda,Amaze 2nd Gen S,35736.0,First Owner,Manual,1199.0,Petrol,Gurgaon,2024.0,1.0,599000.0
Kia,Carens Luxury Plus iMT 6 STR,36249.0,First Owner,Manual,1482.0,Petrol,Ahmedabad,2023.0,2.0,1115000.0
Skoda,Superb 1.8 TFSI MT,50000.0,First Owner,Manual,1798.0,Petrol,Kolkata,2013.0,12.0,400000.0
Honda,City Hybrid ZX CVT,28496.0,First Owner,Automatic,1498.0,Petrol,Hyderabad,2024.0,1.0,2090000.0
Honda,Amaze VX Petrol,54876.0,Second Owner,Manual,1199.0,Petrol,Chennai,2015.0,10.0,440000.0
Honda,City i VTEC CVT VX,76000.0,First Owner,Automatic,1497.0,Petrol,Bangalore,2014.0,11.0,530000.0
Hyundai,Grand i10 Asta,33000.0,First Owner,Manual,1197.0,Petrol,Chennai,2015.0,10.0,445000.0
Mahindra,Thar ROXX AX7L RWD Diesel AT,6000.0,First Owner,Automatic,2184.0,Diesel,Chennai,2024.0,1.0,2490000.0
Toyota,Etios G,84580.0,First Owner,Manual,1496.0,Petrol,Noida,2011.0,14.0,115000.0
Honda,City V MT Diesel,18203.0,First Owner,Manual,1498.0,Diesel,Ahmedabad,2024.0,1.0,1051000.0
Honda,City i-VTEC SV,14987.0,First Owner,Manual,1497.0,Petrol,Kolkata,2019.0,6.0,590000.0
Tata,Nexon XZ Plus Kaziranga Edition,17244.0,First Owner,Manual,1199.0,Petrol,Kolkata,2022.0,3.0,820000.0
Kia,Carens Luxury Plus Diesel AT 6 STR BSVI,23500.0,Second Owner,Automatic,1493.0,Diesel,Hyderabad,2022.0,3.0,1650000.0
Skoda,Slavia 1.5 TSI Style AT BSVI,27000.0,First Owner,Automatic,1498.0,Petrol,New Delhi,2023.0,2.0,1650000.0
Honda,City ZX MT,69000.0,First Owner,Manual,1497.0,Petrol,Ahmedabad,2019.0,6.0,850000.0
Renault,Fluence Diesel E4,160000.0,Second Owner,Manual,1461.0,Diesel,Chandigarh,2013.0,12.0,250000.0
Maruti,Baleno 1.2 CVT Alpha,100000.0,Second Owner,Automatic,1197.0,Petrol,Ahmedabad,2019.0,6.0,500000.0
Toyota,Innova Hycross ZX Hybrid,27720.0,First Owner,Automatic,1987.0,Petrol,Mumbai,2023.0,2.0,3499000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,26700.0,First Owner,Automatic,999.0,Petrol,Mumbai,2022.0,3.0,1331000.0
Tata,Nexon 1.2 Revotron XMA,79105.0,First Owner,Automatic,1198.0,Petrol,Hyderabad,2019.0,6.0,621000.0
Toyota,Etios VX,67901.0,First Owner,Manual,1496.0,Petrol,Noida,2014.0,11.0,347000.0
Mahindra,XUV300 W8 Diesel,17372.0,Second Owner,Manual,1497.0,Diesel,Pune,2022.0,3.0,939000.0
Mahindra,XUV500 AT W10 AWD,78000.0,First Owner,Automatic,2179.0,Diesel,Chennai,2017.0,8.0,1075000.0
Honda,City V MT,101000.0,Second Owner,Manual,1497.0,Petrol,Jaipur,2014.0,11.0,421000.0
Mahindra,Scorpio N Z8 Diesel 4x4 AT BSVI,13700.0,First Owner,Automatic,2198.0,Diesel,Mumbai,2023.0,2.0,2499000.0
Volkswagen,Polo 1.5 TDI Highline,107667.0,First Owner,Manual,1498.0,Diesel,Noida,2012.0,13.0,289000.0
Kia,Seltos HTX G,52715.0,First Owner,Manual,1497.0,Petrol,Gurgaon,2022.0,3.0,1162000.0
Volkswagen,Polo 1.5 TDI Highline Plus,122205.0,Second Owner,Manual,1498.0,Diesel,Hyderabad,2018.0,7.0,512000.0
Mahindra,Xylo D2 BSIV,89000.0,First Owner,Manual,2489.0,Diesel,Mohali,2012.0,13.0,295000.0
Maruti,Alto K10 VXI Plus,16000.0,First Owner,Manual,998.0,Petrol,Gurgaon,2024.0,1.0,540000.0
Mahindra,Bolero B6 Opt BSVI,75151.0,First Owner,Manual,1493.0,Diesel,Jaipur,2020.0,5.0,825000.0
Toyota,Fortuner 4X2 Diesel AT,25963.0,First Owner,Automatic,2755.0,Diesel,Mumbai,2024.0,1.0,4400000.0
Kia,Seltos GTX Plus DCT,34500.0,First Owner,Automatic,1353.0,Petrol,Ahmedabad,2021.0,4.0,1371000.0
Volkswagen,Passat 2.0 TDI AT Highline,104000.0,First Owner,Automatic,1968.0,Diesel,Pune,2018.0,7.0,1849000.0
Volkswagen,Polo 1.2 MPI Comfortline,53300.0,First Owner,Manual,1199.0,Petrol,Bangalore,2015.0,10.0,508000.0
Hyundai,i10 Sportz,62000.0,First Owner,Manual,1197.0,Petrol,Noida,2015.0,10.0,390000.0
Kia,Seltos HTK Plus Diesel,42000.0,First Owner,Manual,1493.0,Diesel,Kolkata,2020.0,5.0,899000.0
Honda,Brio S MT,64000.0,First Owner,Manual,1198.0,Petrol,Hyderabad,2012.0,13.0,270000.0
Hyundai,i20 Sportz 1.4 CRDi,99294.0,First Owner,Manual,1396.0,Diesel,Hyderabad,2011.0,14.0,293000.0
Mahindra,TUV 300 T10,70000.0,Second Owner,Manual,1493.0,Diesel,Chandigarh,2018.0,7.0,625000.0
Toyota,Innova Crysta 2.8 ZX AT BSIV,35100.0,First Owner,Automatic,2755.0,Diesel,Mumbai,2017.0,8.0,1750000.0
Skoda,Rapid 1.0 TSI Ambition,97256.0,First Owner,Manual,999.0,Petrol,Hyderabad,2020.0,5.0,593000.0
Tata,Tiago XZ Plus,20608.0,First Owner,Manual,1199.0,Petrol,Greater Noida,2023.0,2.0,599000.0
Toyota,Etios DLX,88000.0,Second Owner,Manual,1364.0,Diesel,Pune,2016.0,9.0,500000.0
Maruti,Celerio ZXI,20001.0,First Owner,Manual,998.0,Petrol,Noida,2023.0,2.0,540000.0
Honda,Jazz 1.2 V i VTEC,45634.0,First Owner,Manual,1199.0,Petrol,Bangalore,2017.0,8.0,496000.0
Kia,Seltos HTX IVT G,55073.0,First Owner,Automatic,1497.0,Petrol,Gurgaon,2021.0,4.0,1251000.0
Hyundai,Venue S,65645.0,First Owner,Manual,1197.0,Petrol,Chandigarh,2020.0,5.0,669000.0
Toyota,Fortuner 3.0 Diesel,164000.0,Second Owner,Manual,2982.0,Diesel,Chennai,2009.0,16.0,995000.0
Skoda,Rapid 1.0 TSI Style,57000.0,First Owner,Manual,999.0,Petrol,Hyderabad,2021.0,4.0,895000.0
Toyota,Fortuner 4x4 MT,184000.0,Second Owner,Manual,2982.0,Diesel,Jaipur,2019.0,6.0,1025000.0
Maruti,Alto K10 VXI,68773.0,Second Owner,Manual,998.0,Petrol,Chandigarh,2014.0,11.0,225000.0
Hyundai,Verna 1.6 VTVT SX,41542.0,First Owner,Manual,1591.0,Petrol,Bangalore,2012.0,13.0,468000.0
Maruti,Celerio VXI AT,51000.0,First Owner,Automatic,998.0,Petrol,Chennai,2014.0,11.0,375000.0
Volkswagen,Virtus Highline AT,32072.0,Second Owner,Automatic,999.0,Petrol,Ahmedabad,2022.0,3.0,978000.0
Renault,Duster RXL AWD,64000.0,Second Owner,Manual,1461.0,Diesel,Thane,2013.0,12.0,335000.0
Renault,Kiger RXZ,43502.0,First Owner,Manual,999.0,Petrol,Noida,2023.0,2.0,670000.0
Toyota,Innova 2.5 G (Diesel) 8 Seater,125000.0,First Owner,Manual,2494.0,Diesel,Jaipur,2015.0,10.0,780000.0
Maruti,Swift LXI,28233.0,First Owner,Manual,1197.0,Petrol,Noida,2019.0,6.0,440000.0
Honda,WR-V i-DTEC VX,54000.0,First Owner,Manual,1498.0,Diesel,Noida,2017.0,8.0,490000.0
Toyota,Rumion V AT,11000.0,First Owner,Automatic,1462.0,Petrol,New Delhi,2023.0,2.0,1250000.0
Toyota,Fortuner 4x2 AT,82000.0,First Owner,Automatic,2982.0,Diesel,Ahmedabad,2015.0,10.0,1475000.0
Skoda,Slavia 1.5 TSI Style AT,17462.0,First Owner,Automatic,1498.0,Petrol,Noida,2023.0,2.0,1332000.0
Tata,Altroz XZ,20000.0,First Owner,Manual,1199.0,Petrol,Chandigarh,2023.0,2.0,760000.0
Honda,City i DTEC VX,81000.0,First Owner,Manual,1498.0,Diesel,Jaipur,2015.0,10.0,550000.0
Honda,City i-VTEC CVT V,43726.0,First Owner,Automatic,1497.0,Petrol,Kolkata,2019.0,6.0,594000.0
Toyota,Etios Cross 1.4L VD,36000.0,First Owner,Manual,1364.0,Diesel,Ahmedabad,2015.0,10.0,495000.0
Toyota,Innova Crysta 2.4 GX MT 8S BSIV,163994.0,First Owner,Manual,2393.0,Diesel,Hyderabad,2019.0,6.0,1785000.0
Mahindra,Thar LX Hard Top Diesel,12000.0,First Owner,Manual,2184.0,Diesel,Kolkata,2023.0,2.0,1250000.0
Mahindra,XUV500 W9 BSIV,83274.0,Second Owner,Manual,2179.0,Diesel,Jaipur,2018.0,7.0,995000.0
Skoda,Kodiaq L & K BSVI,52000.0,First Owner,Automatic,1984.0,Petrol,Jaipur,2022.0,3.0,3100000.0
Maruti,Wagon R VXI Opt 1.2,15000.0,First Owner,Manual,1197.0,Petrol,Kolkata,2019.0,6.0,449000.0
Honda,City i DTEC SV,28336.0,First Owner,Manual,1498.0,Diesel,Hyderabad,2016.0,9.0,720000.0
Kia,Carnival Prestige,26000.0,First Owner,Automatic,2199.0,Diesel,New Delhi,2021.0,4.0,2500000.0
Maruti,Brezza Zxi Plus AT,7700.0,First Owner,Automatic,1462.0,Petrol,Gurgaon,2023.0,2.0,1325000.0
Renault,Kiger RXT Opt,59000.0,First Owner,Manual,999.0,Petrol,Noida,2021.0,4.0,550000.0
Hyundai,i20 Sportz 1.2,41077.0,Second Owner,Manual,1197.0,Petrol,Ghaziabad,2017.0,8.0,445000.0
Volkswagen,Polo 1.0 MPI Comfortline,31597.0,First Owner,Manual,999.0,Petrol,Chennai,2019.0,6.0,570000.0
Renault,KWID RXL,50674.0,Second Owner,Manual,799.0,Petrol,Ahmedabad,2016.0,9.0,214000.0
Honda,City i VTEC V,97571.0,First Owner,Manual,1497.0,Petrol,Hyderabad,2017.0,8.0,473000.0
Honda,City i-VTEC CVT V,30000.0,Second Owner,Automatic,1497.0,Petrol,Bangalore,2019.0,6.0,940000.0
Maruti,Wagon R ZXI 1.2,12615.0,First Owner,Manual,1197.0,Petrol,Bangalore,2024.0,1.0,678000.0
Toyota,Innova Crysta 2.4 Zx 7Str,29000.0,First Owner,Manual,2393.0,Diesel,Chennai,2024.0,1.0,2990000.0
Toyota,Fortuner 2.8 2WD MT BSIV,50000.0,First Owner,Manual,2755.0,Diesel,Chandigarh,2017.0,8.0,2100000.0
Kia,Carens Luxury Plus DCT,20000.0,First Owner,Automatic,1482.0,Petrol,New Delhi,2023.0,2.0,1800000.0
Renault,KWID RXT,9870.0,Second Owner,Manual,799.0,Petrol,Pune,2016.0,9.0,274000.0
Tata,Altroz XZ,23832.0,First Owner,Manual,1199.0,Petrol,Jaipur,2022.0,3.0,714000.0
Hyundai,Creta 1.6 VTVT AT SX Plus,55298.0,First Owner,Automatic,1591.0,Petrol,Mumbai,2017.0,8.0,795000.0
Renault,Duster 110PS Diesel RXZ Option,280000.0,First Owner,Manual,1461.0,Diesel,Pune,2015.0,10.0,300000.0
Skoda,Kodiaq Sportline BSVI,22102.0,First Owner,Automatic,1984.0,Petrol,New Delhi,2023.0,2.0,3390000.0
Mahindra,Scorpio Getaway,90000.0,First Owner,Manual,2179.0,Diesel,Chandigarh,2015.0,10.0,680000.0
Mahindra,XUV500 W7 AT BSIV,70000.0,First Owner,Automatic,2179.0,Diesel,Pune,2019.0,6.0,1199000.0
Volkswagen,Taigun 1.5 TSI GT BSVI,6462.0,First Owner,Manual,1498.0,Petrol,Mumbai,2022.0,3.0,1200000.0
Kia,Seltos HTK Diesel,70000.0,Second Owner,Manual,1493.0,Diesel,New Delhi,2020.0,5.0,800000.0
Kia,Seltos HTX Diesel iMT,25000.0,First Owner,Manual,1493.0,Diesel,Hyderabad,2023.0,2.0,1950000.0
Skoda,Kushaq 1.5 TSI Ambition,47930.0,First Owner,Manual,1498.0,Petrol,Noida,2022.0,3.0,992000.0
Hyundai,Alcazar Platinum 6Str Diesel AT,31949.0,First Owner,Automatic,1493.0,Diesel,Thane,2021.0,4.0,1455000.0
Toyota,Corolla Altis G AT,55425.0,Third Owner,Automatic,1798.0,Petrol,Gurgaon,2015.0,10.0,528000.0
Hyundai,Venue S,40774.0,First Owner,Manual,1197.0,Petrol,Chandigarh,2022.0,3.0,725000.0
Toyota,Fortuner 4x4 MT,99000.0,First Owner,Manual,2982.0,Diesel,Chennai,2014.0,11.0,1745000.0
Tata,Nexon XZ Plus HS Dark Edition,20000.0,First Owner,Manual,1199.0,Petrol,Chandigarh,2022.0,3.0,1030000.0
Honda,City E,62000.0,First Owner,Manual,1497.0,Petrol,Ahmedabad,2012.0,13.0,275000.0
Mahindra,Thar LX 4-Str Hard Top Diesel RWD BSVI,28796.0,First Owner,Manual,1497.0,Diesel,Noida,2021.0,4.0,1240000.0
Volkswagen,Taigun 1.0 Highline Plus,10000.0,First Owner,Manual,999.0,Petrol,Chandigarh,2025.0,0.0,1200000.0
Honda,Jazz 1.2 SV i VTEC,55325.0,First Owner,Manual,1199.0,Petrol,Pune,2015.0,10.0,470000.0
Volkswagen,Taigun 1.0 TSI Topline AT BSVI,19000.0,First Owner,Automatic,999.0,Petrol,Ahmedabad,2022.0,3.0,1490000.0
Renault,KWID 1.0 RXT AMT BSVI,11315.0,First Owner,Automatic,999.0,Petrol,Chennai,2023.0,2.0,453000.0
Volkswagen,Polo Exquisite 1.2 MPI Highline,71000.0,First Owner,Manual,1198.0,Petrol,Pune,2015.0,10.0,499000.0
Hyundai,Grand i10 Asta,35000.0,Third Owner,Manual,1197.0,Petrol,Bangalore,2014.0,11.0,365000.0
Renault,KWID RXL,19275.0,First Owner,Manual,799.0,Petrol,Kolkata,2021.0,4.0,359000.0
Skoda,Rapid 1.6 TDI Ambition,120000.0,Fourth Owner,Manual,1598.0,Diesel,Jaipur,2013.0,12.0,400000.0
Toyota,Innova 2.5 E,160000.0,Third Owner,Manual,2494.0,Diesel,Chandigarh,2010.0,15.0,250000.0
Skoda,Slavia 1.5 TSI Ambition DSG,3500.0,First Owner,Automatic,1498.0,Petrol,New Delhi,2023.0,2.0,1750000.0
Hyundai,Venue SX Opt Turbo DCT BSVI,4000.0,First Owner,Automatic,998.0,Petrol,Noida,2024.0,1.0,1375000.0
Honda,CR-V 2.4L 4WD MT,160000.0,First Owner,Manual,2354.0,Petrol,Jaipur,2008.0,17.0,280000.0
Maruti,S Cross Zeta,22302.0,First Owner,Manual,1462.0,Petrol,Kolkata,2020.0,5.0,625000.0
Toyota,Innova Hycross VX(O) 7STR Hybrid,16000.0,First Owner,Automatic,1987.0,Petrol,Chennai,2023.0,2.0,3150000.0
Volkswagen,Polo 1.0 MPI Comfortline BSIV,58000.0,First Owner,Manual,999.0,Petrol,Pune,2019.0,6.0,550000.0
Renault,Kiger RXT AMT,13323.0,First Owner,Automatic,999.0,Petrol,Chennai,2021.0,4.0,624000.0
Honda,CR-V 2.0 AT,99000.0,Third Owner,Automatic,1997.0,Petrol,Chandigarh,2010.0,15.0,345000.0
Hyundai,Creta 1.6 VTVT S,71000.0,First Owner,Manual,1591.0,Petrol,Noida,2016.0,9.0,595000.0
Hyundai,i20 Sportz Plus,38000.0,First Owner,Manual,1197.0,Petrol,Kolkata,2020.0,5.0,550000.0
Volkswagen,Virtus Topline AT BSVI,20001.0,First Owner,Automatic,999.0,Petrol,Kolkata,2022.0,3.0,1300000.0
Toyota,Innova Crysta 2.4 GX MT,120000.0,First Owner,Manual,2393.0,Diesel,Kolkata,2018.0,7.0,1251000.0
Kia,Seltos HTK Plus iMT,30538.0,Second Owner,Manual,1497.0,Petrol,Mumbai,2022.0,3.0,1044000.0
Maruti,Alto 800 LXI,29693.0,Second Owner,Manual,796.0,Petrol,Chennai,2017.0,8.0,271000.0
Honda,Jazz V,80000.0,Second Owner,Manual,1199.0,Petrol,Chennai,2015.0,10.0,400000.0
Mahindra,XUV500 W5,98763.0,First Owner,Manual,2179.0,Diesel,Pune,2015.0,10.0,759000.0
Renault,KWID 1.0 AMT RXL,50000.0,First Owner,Automatic,999.0,Petrol,Chandigarh,2018.0,7.0,300000.0
Hyundai,i20 Asta Turbo DCT,19032.0,First Owner,Automatic,998.0,Petrol,Noida,2021.0,4.0,861000.0
Tata,Nexon XZ Plus BSVI,65876.0,First Owner,Manual,1199.0,Petrol,New Delhi,2022.0,3.0,775000.0
Mahindra,Thar LX 4WD Convert Top AT BSVI,51000.0,First Owner,Automatic,1997.0,Petrol,Jaipur,2021.0,4.0,1125000.0
Toyota,Glanza V,64285.0,Second Owner,Manual,1197.0,Petrol,Hyderabad,2019.0,6.0,639000.0
Tata,Nexon XZ Plus (O) Diesel,21885.0,Second Owner,Manual,1497.0,Diesel,Gurgaon,2021.0,4.0,756000.0
Volkswagen,Taigun 1.0 TSI Highline AT BSVI,53000.0,First Owner,Automatic,999.0,Petrol,Noida,2021.0,4.0,1095000.0
Skoda,Kodiaq Style BSVI,12000.0,First Owner,Automatic,1984.0,Petrol,New Delhi,2023.0,2.0,3400000.0
Kia,Seltos HTX IVT G,39888.0,Second Owner,Automatic,1497.0,Petrol,Kolkata,2021.0,4.0,957000.0
Honda,City i-VTEC CVT V,51700.0,First Owner,Automatic,1497.0,Petrol,Gurgaon,2019.0,6.0,895000.0
Kia,Seltos GTX Plus,65267.0,First Owner,Manual,1353.0,Petrol,Hyderabad,2020.0,5.0,1272000.0
Toyota,Etios V,30849.0,Second Owner,Manual,1496.0,Petrol,Bangalore,2011.0,14.0,327000.0
Mahindra,XUV700 AX7 AT Luxury Pack BSVI,30000.0,First Owner,Automatic,1999.0,Petrol,Chennai,2023.0,2.0,2500000.0
Volkswagen,Polo 1.2 MPI Comfortline,55856.0,Second Owner,Manual,1199.0,Petrol,Bangalore,2015.0,10.0,525000.0
Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,84000.0,First Owner,Automatic,1995.0,Diesel,Chandigarh,2017.0,8.0,845000.0
Toyota,Fortuner 2.8 4WD AT BSIV,99000.0,First Owner,Automatic,2755.0,Diesel,New Delhi,2018.0,7.0,2375000.0
Maruti,XL6 Alpha,46000.0,First Owner,Manual,1462.0,Petrol,Thane,2021.0,4.0,979000.0
Hyundai,Venue SX Opt Turbo DCT BSVI,6000.0,First Owner,Automatic,998.0,Petrol,Mumbai,2024.0,1.0,1325000.0
Volkswagen,Jetta 2.0L TDI Comfortline,83000.0,Second Owner,Manual,1968.0,Diesel,Thane,2012.0,13.0,375000.0
Volkswagen,Taigun 1.0 TSI Topline BSVI,28000.0,Second Owner,Manual,999.0,Petrol,Mumbai,2022.0,3.0,1325000.0
Kia,Seltos GTX Plus DCT,28004.0,First Owner,Automatic,1353.0,Petrol,Bangalore,2019.0,6.0,1354000.0
Hyundai,i20 Asta Opt BSVI,28882.0,First Owner,Manual,1197.0,Petrol,Chandigarh,2022.0,3.0,715000.0
Skoda,Rapid 1.5 TDI Ambition BSIV,91000.0,First Owner,Manual,1498.0,Diesel,Jaipur,2018.0,7.0,795000.0
Skoda,Kushaq 1.0 TSI Style AT,16865.0,First Owner,Automatic,999.0,Petrol,Mumbai,2024.0,1.0,1575000.0
Mahindra,XUV300 W6 Diesel,31777.0,First Owner,Manual,1497.0,Diesel,Ahmedabad,2022.0,3.0,836000.0
Mahindra,Bolero Neo N8,32000.0,First Owner,Manual,1493.0,Diesel,New Delhi,2022.0,3.0,890000.0
Maruti,Dzire ZXI Plus,71202.0,First Owner,Manual,1197.0,Petrol,Ahmedabad,2017.0,8.0,576000.0
Honda,Amaze 2nd Gen S,25335.0,First Owner,Manual,1199.0,Petrol,Noida,2016.0,9.0,427000.0
Honda,Jazz Basic,107941.0,Second Owner,Manual,1198.0,Petrol,Pune,2011.0,14.0,250000.0
Renault,KWID 1.0 RXT BSVI,52141.0,First Owner,Manual,999.0,Petrol,Chandigarh,2022.0,3.0,365000.0
